,Credit Score,First Payment Date,First Time Homebuyer Flag,Maturity Date,Metropolitan Statistical Area (MSA) Or Metropolitan Division,Mortgage Insurance Percentage (MI %),Number of Units,Occupancy Status,Original Combined Loan-to-Value (CLTV),Original Debt-to-Income (DTI) Ratio,Original UPB,Original Loan-to-Value (LTV),Original Interest Rate,Channel,Prepayment Penalty Mortgage (PPM) Flag,Amortization Type (Formerly Product Type),Property State,Property Type,Postal Code,Loan Sequence Number,Loan Purpose,Original Loan Term,Number of Borrowers,Seller Name,Servicer Name,Super Conforming Flag,Pre-HARP Loan Sequence Number,Program Indicator,HARP Indicator,Property Valuation Method,Interest Only (I/O) Indicator,Mortgage Insurance Cancellation Indicator
776,742,202303,Y,205302,20994.0,0,1,P,80,33,539000,80,5.625,B,N,FRM,IL,PU,60100,F23Q10011880,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
777,765,202303,Y,205302,23580.0,30,1,P,95,35,285000,95,5.99,B,N,FRM,GA,PU,30500,F23Q10011892,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
778,744,202303,N,205302,12060.0,30,1,P,95,43,473000,95,5.875,C,N,FRM,GA,PU,30000,F23Q10011895,P,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
779,780,202303,Y,205302,36540.0,30,1,P,95,45,418000,95,6.5,C,N,FRM,NE,SF,68100,F23Q10011904,P,360,1,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
780,723,202304,Y,205303,,25,1,P,97,31,72000,97,6.5,R,N,FRM,IN,SF,46900,F23Q10011905,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
781,793,202303,Y,205302,,0,1,P,80,44,416000,80,6.5,B,N,FRM,OR,SF,97600,F23Q10011932,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,1,N,7
782,760,202303,N,205302,41180.0,12,1,P,85,30,314000,85,6.625,C,N,FRM,MO,SF,63300,F23Q10011961,P,360,1,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
783,728,202303,N,205302,15764.0,30,1,P,95,47,370000,95,6.625,C,N,FRM,MA,SF,1800,F23Q10011972,P,360,2,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
784,756,202303,N,205302,38060.0,0,1,P,80,47,520000,80,6.624,C,N,FRM,AZ,PU,85200,F23Q10011974,P,360,2,"FLAGSTAR BANK, NATIONAL ASSOCIATION","FLAGSTAR BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
785,660,202303,Y,205302,46700.0,30,1,P,95,6,143000,95,7.255,B,N,FRM,CA,CO,94500,F23Q10012038,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
786,669,202303,N,205302,43900.0,0,1,P,70,29,148000,70,7.291,B,N,FRM,SC,MH,29300,F23Q10012041,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
787,792,202303,Y,205302,45780.0,0,1,P,80,19,96000,80,5.875,R,N,FRM,OH,SF,43500,F23Q10012058,P,360,1,Other sellers,Other servicers,,,H,,2,N,7
788,693,202303,N,205302,38060.0,30,1,P,95,42,561000,95,6.75,B,N,FRM,AZ,PU,85200,F23Q10012101,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
789,682,202303,Y,205302,33700.0,30,1,P,95,44,455000,95,6.816,B,N,FRM,CA,SF,95300,F23Q10012116,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
790,755,202303,N,205302,47894.0,30,1,P,95,34,855000,95,6.125,R,N,FRM,VA,PU,20100,F23Q10012157,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",Y,,9,,2,N,N
791,801,202303,N,204302,41540.0,0,1,S,75,15,254000,75,7.0,C,N,FRM,DE,CO,19900,F23Q10012177,P,240,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
792,685,202303,Y,205302,12580.0,12,1,P,85,45,583000,85,6.49,C,N,FRM,MD,SF,21000,F23Q10012181,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,N
793,809,202303,N,205302,28140.0,0,1,P,80,35,352000,80,6.75,C,N,FRM,KS,PU,66200,F23Q10012195,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
794,689,202303,N,205302,41100.0,0,1,P,60,42,377000,60,6.5,B,N,FRM,UT,SF,84700,F23Q10012215,C,360,2,Other sellers,ARVEST BANK,,,9,,2,N,7
795,799,202303,Y,205302,40140.0,30,1,P,95,42,599000,95,6.5,C,N,FRM,CA,SF,91700,F23Q10012222,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,N
796,780,202303,Y,205302,25420.0,30,1,P,95,38,404000,95,6.375,C,N,FRM,PA,SF,17000,F23Q10012227,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,N
797,754,202303,Y,205302,28940.0,0,1,P,80,39,170000,80,6.375,C,N,FRM,TN,SF,37900,F23Q10012234,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
798,825,202303,N,203302,33260.0,0,1,P,23,16,125000,23,5.99,C,N,FRM,TX,PU,79700,F23Q10012235,P,120,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
799,797,202303,N,205302,11244.0,0,1,P,80,36,962000,80,7.125,C,N,FRM,CA,PU,92600,F23Q10012239,P,360,2,"AMERIHOME MORTGAGE COMPANY, LLC",FREEDOM MORTGAGE CORPORATION,Y,,9,,2,N,7
800,756,202303,Y,203802,26420.0,0,1,P,52,50,210000,52,4.75,C,N,FRM,TX,PU,77400,F23Q10012255,P,180,1,"AMERIHOME MORTGAGE COMPANY, LLC",FREEDOM MORTGAGE CORPORATION,,,9,,1,N,7
801,641,202303,N,205302,19124.0,0,1,P,66,45,190000,66,7.125,R,N,FRM,TX,SF,75100,F23Q10012296,C,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
802,810,202303,N,203802,37964.0,0,1,P,54,24,150000,50,6.125,C,N,FRM,PA,PU,19100,F23Q10012297,P,180,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N,7
803,735,202303,N,205302,12060.0,30,1,P,95,31,333000,95,6.5,C,N,FRM,GA,PU,30100,F23Q10012307,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
804,756,202303,N,205302,39300.0,0,3,P,75,47,428000,75,5.875,C,N,FRM,MA,SF,2700,F23Q10012310,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC",FREEDOM MORTGAGE CORPORATION,,,9,,2,N,7
805,797,202303,Y,205302,22420.0,0,1,P,49,28,135000,49,6.25,C,N,FRM,MI,SF,48400,F23Q10012312,P,360,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N,7
806,705,202303,Y,205302,17900.0,25,1,P,90,36,77000,90,7.125,R,N,FRM,SC,CO,29200,F23Q10012383,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
807,772,202303,N,205302,33860.0,0,1,I,70,31,114000,70,5.875,R,N,FRM,AL,SF,36100,F23Q10012392,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
808,746,202303,N,205302,30780.0,16,1,P,102,45,148000,93,6.75,C,N,FRM,AR,SF,72100,F23Q10012403,P,360,1,Other sellers,Other servicers,,,F,,2,N,N
809,758,202303,N,205302,24340.0,30,1,P,95,36,455000,95,5.75,R,N,FRM,MI,SF,49300,F23Q10012417,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
810,687,202303,Y,205302,28140.0,25,1,P,95,46,276000,95,6.0,R,N,FRM,KS,SF,66100,F23Q10012430,P,360,2,Other sellers,Other servicers,,,H,,2,N,N
811,777,202303,Y,205302,28140.0,0,1,P,53,23,299000,53,6.0,R,N,FRM,MO,PU,64000,F23Q10012431,P,360,2,Other sellers,Other servicers,,,9,,1,N,7
812,787,202303,N,205302,22900.0,0,1,P,44,31,130000,44,6.5,C,N,FRM,AR,SF,72900,F23Q10012461,P,360,1,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,7
813,805,202303,Y,205302,43340.0,0,1,P,48,28,261000,48,6.375,C,N,FRM,LA,PU,71100,F23Q10012465,P,360,2,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,7
814,715,202303,Y,205302,45060.0,30,1,P,95,37,159000,95,6.625,C,N,FRM,NY,PU,13000,F23Q10012466,P,360,2,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,N
815,748,202303,N,205302,35084.0,30,1,P,95,49,284000,95,6.5,C,N,FRM,NJ,SF,7000,F23Q10012467,P,360,1,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,N
816,794,202303,N,205302,32820.0,0,1,P,80,36,228000,80,6.375,C,N,FRM,TN,SF,38000,F23Q10012469,P,360,2,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,7
817,772,202303,N,205302,35004.0,25,1,P,90,38,675000,90,6.0,C,N,FRM,NY,SF,11700,F23Q10012486,P,360,2,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,Y
818,773,202303,Y,205302,19124.0,12,1,P,84,40,504000,84,6.0,C,N,FRM,TX,PU,75000,F23Q10012490,P,360,1,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,N
819,741,202303,Y,205302,11100.0,12,1,P,85,29,142000,85,6.0,C,N,FRM,TX,SF,79100,F23Q10012495,P,360,2,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,N
820,789,202303,N,205302,41100.0,30,1,P,95,45,523000,95,6.375,C,N,FRM,UT,SF,84700,F23Q10012501,P,360,2,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,N
821,738,202303,N,205302,29420.0,0,1,P,48,43,135000,48,6.5,C,N,FRM,AZ,PU,86400,F23Q10012504,P,360,1,PHH MORTGAGE CORPORATION,PHH MORTGAGE CORPORATION,,,9,,2,N,7
822,678,202303,N,205302,13820.0,0,1,P,80,41,440000,80,6.99,R,N,FRM,AL,PU,35100,F23Q10012582,P,360,2,Other sellers,Other servicers,,,9,,2,N,7
823,732,202305,Y,205304,,25,1,P,95,27,61000,95,6.375,R,N,FRM,IL,SF,61300,F23Q10012593,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
824,754,202303,N,205302,45300.0,0,1,P,80,40,376000,80,6.625,R,N,FRM,FL,PU,34600,F23Q10012610,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
825,764,202303,N,205302,47894.0,0,1,P,75,44,289000,75,6.125,R,N,FRM,MD,SF,20700,F23Q10012634,C,360,1,Other sellers,Other servicers,,,9,,2,N,7
826,800,202303,Y,205302,45300.0,35,1,P,97,28,519000,97,5.875,R,N,FRM,FL,PU,33600,F23Q10012643,P,360,1,"CMG MORTGAGE, INC.","CMG MORTGAGE, INC.",,,9,,2,N,N
827,785,202303,N,205302,24500.0,12,1,P,82,38,404000,82,5.99,R,N,FRM,MT,SF,59400,F23Q10012651,P,360,2,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,9,,2,N,N
828,691,202303,Y,205302,16060.0,25,1,P,97,41,53000,97,7.125,R,N,FRM,IL,SF,62900,F23Q10012673,P,360,1,GUILD MORTGAGE COMPANY LLC,GUILD MORTGAGE COMPANY LLC,,,H,,2,N,N
829,758,202303,N,205302,,0,1,P,73,30,214000,73,6.875,R,N,FRM,MO,SF,64600,F23Q10012717,C,360,2,Other sellers,Other servicers,,,9,,2,N,7
830,678,202303,N,205302,28020.0,12,1,P,85,49,289000,85,6.625,R,N,FRM,MI,SF,49000,F23Q10012753,P,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,N
831,762,202303,Y,205302,46540.0,25,1,P,97,50,155000,97,6.25,R,N,FRM,NY,SF,13400,F23Q10012758,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
832,750,202303,Y,205302,,30,1,P,95,42,217000,95,6.25,R,N,FRM,TX,SF,79300,F23Q10012772,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
833,663,202303,N,205302,16740.0,30,1,P,95,48,242000,95,6.25,R,N,FRM,SC,PU,29700,F23Q10012831,P,360,2,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
834,724,202303,Y,205302,35084.0,0,1,P,80,39,245000,80,6.0,B,N,FRM,NJ,CO,7100,F23Q10012842,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,7
835,722,202303,N,205302,,0,1,P,50,30,245000,50,5.714,C,N,FRM,NC,SF,28700,F23Q10012850,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC",NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
836,771,202303,N,205302,26140.0,0,1,P,78,35,200000,78,6.875,C,N,FRM,FL,SF,34400,F23Q10012858,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
837,812,202303,Y,205302,,30,1,P,95,25,114000,95,6.173,B,N,FRM,MT,SF,59400,F23Q10012873,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
838,707,202303,Y,205302,22020.0,25,1,P,97,30,120000,97,6.25,C,N,FRM,MN,SF,56500,F23Q10012876,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N,N
839,793,202303,N,205302,10780.0,30,1,P,95,33,254000,95,6.375,C,N,FRM,LA,SF,71400,F23Q10012900,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
840,800,202303,N,203802,25940.0,0,1,P,53,26,500000,53,5.49,R,N,FRM,SC,PU,29900,F23Q10012908,P,180,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,Other servicers,,,9,,1,N,7
841,781,202303,N,205302,23104.0,0,1,P,52,28,255000,52,5.875,R,N,FRM,TX,SF,76000,F23Q10012910,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
842,634,202303,Y,205302,47894.0,25,1,P,94,43,219000,90,6.5,R,N,FRM,VA,CO,20100,F23Q10012913,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,H,,2,N,N
843,744,202303,N,205302,28140.0,25,1,P,90,45,397000,90,6.125,C,N,FRM,MO,PU,64000,F23Q10012943,P,360,1,Other sellers,Other servicers,,,9,,2,N,N
844,811,202303,Y,205302,17140.0,25,1,P,90,26,173000,90,6.5,R,N,FRM,OH,SF,45200,F23Q10012952,P,360,1,Other sellers,Other servicers,,,H,,2,N,N
845,771,202303,N,205302,39100.0,30,1,P,95,46,437000,95,6.125,R,N,FRM,NY,SF,12500,F23Q10012966,P,360,3,Other sellers,Other servicers,,,9,,2,N,N
846,741,202303,N,203802,12060.0,0,1,I,75,24,321000,75,5.5,R,N,FRM,GA,PU,30100,F23Q10012985,P,180,2,Other sellers,Other servicers,,,9,,2,N,7
847,689,202302,N,205301,,16,1,P,94,43,226000,94,5.875,C,N,FRM,ID,SF,83200,F23Q10012986,P,360,2,Other sellers,Other servicers,,,F,,2,N,N
848,692,202303,N,205302,,0,1,P,54,45,195000,54,7.125,R,N,FRM,MT,SF,59900,F23Q10013008,C,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
849,690,202303,Y,205302,38060.0,0,1,P,47,39,175000,47,5.125,R,N,FRM,AZ,PU,85200,F23Q10013010,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
850,687,202303,N,205302,28740.0,0,2,I,67,33,200000,67,7.125,C,N,FRM,NY,SF,12400,F23Q10013038,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
851,756,202303,Y,205302,19430.0,16,1,P,95,31,142000,95,6.5,R,N,FRM,OH,SF,45300,F23Q10013059,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,2,N,N
852,762,202303,Y,205302,12420.0,30,1,P,95,37,380000,95,6.625,R,N,FRM,TX,SF,78700,F23Q10013072,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
853,733,202303,Y,205302,47664.0,25,1,P,88,37,106000,88,6.325,C,N,FRM,MI,SF,48000,F23Q10013076,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,N
854,798,202303,Y,205302,35614.0,0,1,P,80,46,660000,80,6.125,R,N,FRM,NY,CP,10000,F23Q10013081,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
855,732,202303,Y,205302,35614.0,0,1,P,70,29,579000,70,5.99,R,N,FRM,NY,SF,10600,F23Q10013086,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
856,797,202303,Y,205302,19124.0,0,1,P,80,35,516000,80,6.24,R,N,FRM,TX,SF,75000,F23Q10013100,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N,7
857,780,202303,Y,205302,40340.0,25,1,P,97,37,217000,97,6.0,R,N,FRM,MN,SF,55900,F23Q10013108,P,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,H,,2,N,N
858,702,202303,N,205302,44180.0,12,1,P,81,32,122000,81,5.999,B,N,FRM,MO,SF,65600,F23Q10013118,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N,N
859,801,202304,N,205303,48900.0,0,1,P,60,25,290000,60,6.0,R,N,FRM,NC,PU,28400,F23Q10013152,P,360,2,Other sellers,Other servicers,,,9,,1,N,7
860,804,202303,N,205302,37860.0,0,1,P,53,42,135000,53,6.375,R,N,FRM,FL,SF,32500,F23Q10013153,P,360,2,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N,7
861,783,202303,N,204302,22744.0,0,1,P,49,39,425000,49,5.25,B,N,FRM,FL,SF,33300,F23Q10013162,C,240,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
862,683,202303,N,204302,,0,1,P,34,37,111000,34,5.75,R,N,FRM,TX,SF,76800,F23Q10013171,N,240,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
863,629,202303,N,204302,49180.0,0,1,P,60,38,95000,60,6.5,R,N,FRM,NC,MH,27000,F23Q10013183,C,240,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
864,718,202303,N,203802,39300.0,0,1,P,27,33,144000,27,5.99,R,N,FRM,MA,SF,2700,F23Q10013191,C,180,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
865,681,202303,N,205302,11694.0,25,1,P,87,45,310000,87,5.375,B,N,FRM,VA,SF,22100,F23Q10013218,P,360,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
866,755,202303,N,205302,16984.0,0,1,P,36,50,384000,36,5.99,R,N,FRM,IL,SF,60500,F23Q10013253,N,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
867,809,202303,N,205302,,30,1,P,95,33,270000,95,5.99,R,N,FRM,TX,SF,76500,F23Q10013256,P,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,N
868,757,202303,Y,205302,31084.0,30,1,P,95,29,622000,95,5.69,B,N,FRM,CA,SF,90600,F23Q10013265,P,360,2,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
869,807,202303,N,205302,12060.0,0,1,P,70,31,524000,70,5.99,B,N,FRM,GA,CO,30000,F23Q10013267,P,360,2,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,1,N,7
870,785,202303,N,205302,35154.0,30,1,P,95,39,475000,95,5.99,B,N,FRM,NJ,SF,8800,F23Q10013268,P,360,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
871,779,202303,N,205302,,25,1,P,97,49,183000,97,5.75,R,N,FRM,NC,SF,28700,F23Q10013269,P,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,H,,2,N,N
872,794,202303,Y,205302,38900.0,30,1,P,95,40,490000,95,5.99,R,N,FRM,OR,PU,97100,F23Q10013272,P,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,N
873,741,202303,N,205302,39340.0,30,1,P,95,45,451000,95,5.625,B,N,FRM,UT,SF,84000,F23Q10013295,P,360,1,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,N
874,789,202303,Y,205302,16984.0,0,1,P,80,21,468000,80,6.5,R,N,FRM,IL,SF,60300,F23Q10013325,P,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
875,663,202303,N,205302,41500.0,0,1,P,31,30,200000,31,6.5,R,N,FRM,CA,SF,93900,F23Q10013340,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
876,753,202303,N,205302,33460.0,0,1,P,68,47,250000,68,6.5,R,N,FRM,MN,SF,55100,F23Q10013345,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
877,807,202303,N,205302,12060.0,0,1,P,26,41,726000,26,6.5,R,N,FRM,GA,PU,30000,F23Q10013361,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
878,673,202303,N,205302,41740.0,0,1,P,58,32,600000,58,6.375,B,N,FRM,CA,SF,92000,F23Q10013375,C,360,2,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
879,773,202303,N,205302,12420.0,0,1,P,24,11,600000,24,6.25,R,N,FRM,TX,PU,78700,F23Q10013382,C,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
880,686,202302,Y,205301,20994.0,25,1,P,95,44,233000,95,6.875,R,N,FRM,IL,PU,60100,F23Q10013420,P,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,H,,2,N,N
881,752,202303,N,205302,,30,1,P,95,40,594000,95,6.99,R,N,FRM,GA,SF,30600,F23Q10013428,P,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,N
882,747,202303,Y,205302,14860.0,0,1,P,80,41,480000,80,6.875,R,N,FRM,CT,SF,6600,F23Q10013453,P,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
883,750,202302,Y,205301,35614.0,0,1,P,80,44,228000,80,6.875,B,N,FRM,NY,SF,10500,F23Q10013467,P,360,3,"ROCKET MORTGAGE, LLC","LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N,7
884,729,202303,N,205302,,0,1,P,80,42,254000,80,6.99,R,N,FRM,MN,SF,55000,F23Q10013483,P,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N,7
885,662,202303,N,205302,12060.0,0,1,P,60,43,138000,60,7.375,R,N,FRM,GA,SF,30000,F23Q10013501,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
886,698,202303,N,205302,35084.0,0,1,P,80,36,524000,80,7.25,R,N,FRM,NJ,SF,7000,F23Q10013502,P,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
887,656,202303,N,205302,,0,1,P,70,25,74000,70,7.25,R,N,FRM,KS,SF,66400,F23Q10013513,C,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
888,712,202303,Y,205302,49340.0,25,1,P,97,44,301000,97,7.25,R,N,FRM,MA,SF,1600,F23Q10013518,P,360,1,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,H,,2,N,N
889,688,202303,N,205302,41620.0,0,1,I,70,38,399000,70,7.25,R,N,FRM,UT,SF,84100,F23Q10013526,C,360,2,"ROCKET MORTGAGE, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N,7
890,699,202303,Y,205302,,30,1,P,95,26,79000,95,6.75,C,N,FRM,PA,SF,16600,F23Q10013542,P,360,2,Other sellers,Other servicers,,,9,,2,N,N
891,770,202303,N,205302,24340.0,0,1,P,73,43,395000,73,4.625,R,N,FRM,MI,SF,49300,F23Q10013545,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
892,718,202304,Y,205303,22420.0,0,1,P,80,35,99000,80,6.125,R,N,FRM,MI,SF,48400,F23Q10013553,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
893,740,202303,N,205302,45294.0,30,1,P,95,48,331000,95,6.375,R,N,FRM,FL,PU,34600,F23Q10013556,P,360,2,Other sellers,FREEDOM MORTGAGE CORPORATION,,,9,,2,N,N
894,759,202303,N,205302,29460.0,0,1,P,55,49,110000,55,5.75,R,N,FRM,FL,SF,33800,F23Q10013560,P,360,1,Other sellers,Other servicers,,,9,,2,N,7
895,736,202303,N,204302,41940.0,0,1,P,70,49,524000,70,5.99,R,N,FRM,CA,SF,95000,F23Q10013563,C,240,1,Other sellers,Other servicers,,,9,,2,N,7
